Formerly,Company type,Traded as,Industry,Founded,Founders,Headquarters,Key people,Products,Number of employees,Website,Market Cap
Evelozcity (2017–2019),Public,Nasdaq:GOEVRussell 2000component,Automotive,2017; 7 years ago(2017),Stefan KrauseUlrich Kranz,"Torrance, California, US,U.S.[1]",Tony Aquila(chairman&CEO),Electric vehicles,"805 (December 31, 2021)",www.canoo.com,156.933M
